provincia ;canton;area;asiste_a_educacion;numero_total_personas;ninguno;guarderia;educación_inicial;alfabetizacion;educacion_general_basica;bachillerato;postbachillerato;educacion_tecnica;educacion_superior;maestria;doctorado
Zamora Chinchipe;El Pangui;Total El Pangui;Asiste;4.524;;92;306;;2.845;819;;40;420;2;
Zamora Chinchipe;El Pangui;Total El Pangui;No asiste;8.244;1.188;30;22;31;3.214;2.699;17;113;829;98;3
Zamora Chinchipe;El Pangui;Urbana;Total Urbana;5.340;436;72;144;9;2.204;1.503;4;89;806;70;3
Zamora Chinchipe;El Pangui;Urbana;Asiste;1.883;;62;134;;1.099;309;;27;250;2;
Zamora Chinchipe;El Pangui;Urbana;No asiste;3.457;436;10;10;9;1.105;1.194;4;62;556;68;3
Zamora Chinchipe;El Pangui;Rural;Total Rural;7.428;752;50;184;22;3.855;2.015;13;64;443;30;
Zamora Chinchipe;El Pangui;Rural;Asiste;2.641;;30;172;;1.746;510;;13;170;;
Zamora Chinchipe;El Pangui;Rural;No asiste;4.787;752;20;12;22;2.109;1.505;13;51;273;30;
Zamora Chinchipe;Centinela del Cóndor;Total Centinela del Cóndor;Total Centinela del Cóndor;7.882;599;72;190;27;3.525;2.329;20;164;884;70;2
Zamora Chinchipe;Centinela del Cóndor;Total Centinela del Cóndor;Asiste;2.651;;52;170;;1.552;516;8;49;300;2;2
Zamora Chinchipe;Centinela del Cóndor;Total Centinela del Cóndor;No asiste;5.231;599;20;20;27;1.973;1.813;12;115;584;68;
Zamora Chinchipe;Centinela del Cóndor;Urbana;Total Urbana;2.930;196;17;67;2;1.106;898;13;93;491;46;1
Zamora Chinchipe;Centinela del Cóndor;Urbana;Asiste;973;;9;58;;553;178;4;25;143;2;1
Zamora Chinchipe;Centinela del Cóndor;Urbana;No asiste;1.957;196;8;9;2;553;720;9;68;348;44;
Zamora Chinchipe;Centinela del Cóndor;Rural;Total Rural;4.952;403;55;123;25;2.419;1.431;7;71;393;24;1
Zamora Chinchipe;Centinela del Cóndor;Rural;Asiste;1.678;;43;112;;999;338;4;24;157;;1
Zamora Chinchipe;Centinela del Cóndor;Rural;No asiste;3.274;403;12;11;25;1.420;1.093;3;47;236;24;
Zamora Chinchipe;Palanda;Total Palanda;Total Palanda;8.873;640;180;145;36;4.410;2.584;10;128;687;53;
Zamora Chinchipe;Palanda;Total Palanda;Asiste;3.022;;128;140;1;1.826;630;7;28;260;2;
Zamora Chinchipe;Palanda;Total Palanda;No asiste;5.851;640;52;5;35;2.584;1.954;3;100;427;51;
Zamora Chinchipe;Palanda;Urbana;Total Urbana;2.353;141;35;58;2;930;763;6;51;334;33;
Zamora Chinchipe;Palanda;Urbana;Asiste;864;;27;57;1;479;185;4;8;102;1;
Zamora Chinchipe;Palanda;Urbana;No asiste;1.489;141;8;1;1;451;578;2;43;232;32;
Zamora Chinchipe;Palanda;Rural;Total Rural;6.520;499;145;87;34;3.480;1.821;4;77;353;20;
Zamora Chinchipe;Palanda;Rural;Asiste;2.158;;101;83;;1.347;445;3;20;158;1;
Zamora Chinchipe;Palanda;Rural;No asiste;4.362;499;44;4;34;2.133;1.376;1;57;195;19;
Zamora Chinchipe;Paquisha;Total Paquisha;Total Paquisha;4.737;378;75;119;16;2.257;1.383;8;98;372;30;1
Zamora Chinchipe;Paquisha;Total Paquisha;Asiste;1.712;;55;98;4;1.076;304;2;22;151;;
Zamora Chinchipe;Paquisha;Total Paquisha;No asiste;3.025;378;20;21;12;1.181;1.079;6;76;221;30;1
Zamora Chinchipe;Paquisha;Urbana;Total Urbana;1.583;97;20;45;7;615;500;5;63;203;27;1
Zamora Chinchipe;Paquisha;Urbana;Asiste;576;;13;39;3;331;112;1;13;64;;
Zamora Chinchipe;Paquisha;Urbana;No asiste;1.007;97;7;6;4;284;388;4;50;139;27;1
Zamora Chinchipe;Paquisha;Rural;Total Rural;3.154;281;55;74;9;1.642;883;3;35;169;3;
Zamora Chinchipe;Paquisha;Rural;Asiste;1.136;;42;59;1;745;192;1;9;87;;
Zamora Chinchipe;Paquisha;Rural;No asiste;2.018;281;13;15;8;897;691;2;26;82;3;
Galápagos;Total Galápagos;Total Galápagos;Total Galápagos;28.583;1.324;300;658;14;9.079;9.262;301;1.191;5.571;809;74
Galápagos;Total Galápagos;Urbana;Total Urbana;22.741;1.019;239;548;11;6.768;7.394;255;976;4.777;696;58
Galápagos;Total Galápagos;Urbana;Asiste;7.190;;190;521;1;3.775;1.246;29;239;1.170;19;
Galápagos;Total Galápagos;Urbana;No asiste;15.551;1.019;49;27;10;2.993;6.148;226;737;3.607;677;58
Galápagos;Total Galápagos;Rural;Total Rural;5.842;305;61;110;3;2.311;1.868;46;215;794;113;16
Galápagos;Total Galápagos;Rural;Asiste;1.839;;44;103;;1.022;361;8;60;236;5;
Galápagos;Total Galápagos;Rural;No asiste;4.003;305;17;7;3;1.289;1.507;38;155;558;108;16
Galápagos;San Cristóbal;Total San Cristóbal;Total San Cristóbal;8.300;323;108;213;2;2.378;2.525;126;400;1.876;313;36
Galápagos;San Cristóbal;Total San Cristóbal;Asiste;2.687;;86;199;;1.341;466;11;86;492;6;
Galápagos;San Cristóbal;Total San Cristóbal;No asiste;5.613;323;22;14;2;1.037;2.059;115;314;1.384;307;36
Galápagos;San Cristóbal;Urbana;Total Urbana;7.290;271;100;189;2;2.004;2.230;95;347;1.725;294;33
Galápagos;San Cristóbal;Urbana;Asiste;2.369;;78;179;;1.172;408;11;72;443;6;
Galápagos;San Cristóbal;Urbana;No asiste;4.921;271;22;10;2;832;1.822;84;275;1.282;288;33
Galápagos;San Cristóbal;Rural;Total Rural;1.010;52;8;24;;374;295;31;53;151;19;3
Galápagos;San Cristóbal;Rural;Asiste;318;;8;20;;169;58;;14;49;;
Galápagos;San Cristóbal;Rural;No asiste;692;52;;4;;205;237;31;39;102;19;3
Galápagos;Isabela;Total Isabela;Total Isabela;3.050;137;44;92;;1.012;1.074;20;142;480;47;2
Galápagos;Isabela;Total Isabela;Asiste;973;;37;91;;522;167;7;39;106;4;
Galápagos;Isabela;Total Isabela;No asiste;2.077;137;7;1;;490;907;13;103;374;43;2
Galápagos;Isabela;Urbana;Total Urbana;2.755;121;42;85;;857;984;20;137;461;46;2
Galápagos;Isabela;Urbana;Asiste;913;;36;85;;488;151;7;38;104;4;
Galápagos;Isabela;Urbana;No asiste;1.842;121;6;;;369;833;13;99;357;42;2
Galápagos;Isabela;Rural;Total Rural;295;16;2;7;;155;90;;5;19;1;
Galápagos;Isabela;Rural;Asiste;60;;1;6;;34;16;;1;2;;
Galápagos;Isabela;Rural;No asiste;235;16;1;1;;121;74;;4;17;1;
Galápagos;Santa Cruz;Total Santa Cruz;Total Santa Cruz;17.233;864;148;353;12;5.689;5.663;155;649;3.215;449;36
Galápagos;Santa Cruz;Total Santa Cruz;Asiste;5.369;;111;334;1;2.934;974;19;174;808;14;
Galápagos;Santa Cruz;Total Santa Cruz;No asiste;11.864;864;37;19;11;2.755;4.689;136;475;2.407;435;36
Galápagos;Santa Cruz;Urbana;Total Urbana;12.696;627;97;274;9;3.907;4.180;140;492;2.591;356;23
Galápagos;Santa Cruz;Urbana;Asiste;3.908;;76;257;1;2.115;687;11;129;623;9;
Galápagos;Santa Cruz;Urbana;No asiste;8.788;627;21;17;8;1.792;3.493;129;363;1.968;347;23
Galápagos;Santa Cruz;Rural;Total Rural;4.537;237;51;79;3;1.782;1.483;15;157;624;93;13
Galápagos;Santa Cruz;Rural;Asiste;1.461;;35;77;;819;287;8;45;185;5;
Galápagos;Santa Cruz;Rural;No asiste;3.076;237;16;2;3;963;1.196;7;112;439;88;13
Sucumbíos;Total Sucumbíos;Total Sucumbíos;Total Sucumbíos;199.014;14.997;3.361;4.734;342;85.052;64.813;957;5.736;17.428;1.524;70
Sucumbíos;Total Sucumbíos;Urbana;Total Urbana;81.034;5.147;1.029;2.031;75;28.419;28.067;359;3.323;11.322;1.206;56
Sucumbíos;Total Sucumbíos;Urbana;Asiste;29.153;;868;1.876;9;15.671;5.453;141;1.166;3.922;42;5
Sucumbíos;Total Sucumbíos;Urbana;No asiste;51.881;5.147;161;155;66;12.748;22.614;218;2.157;7.400;1.164;51
Sucumbíos;Total Sucumbíos;Rural;Total Rural;117.980;9.850;2.332;2.703;267;56.633;36.746;598;2.413;6.106;318;14
Sucumbíos;Total Sucumbíos;Rural;Asiste;42.172;;1.921;2.370;35;26.082;7.965;73;995;2.702;25;4
Sucumbíos;Total Sucumbíos;Rural;No asiste;75.808;9.850;411;333;232;30.551;28.781;525;1.418;3.404;293;10
Sucumbíos;Lago Agrio;Total Lago Agrio;Total Lago Agrio;105.044;7.428;1.834;2.386;129;43.311;34.345;373;3.189;10.979;1.019;51
Sucumbíos;Lago Agrio;Total Lago Agrio;Asiste;37.568;;1.509;2.143;11;21.428;6.953;126;1.239;4.112;40;7
Sucumbíos;Lago Agrio;Total Lago Agrio;No asiste;67.476;7.428;325;243;118;21.883;27.392;247;1.950;6.867;979;44
Sucumbíos;Lago Agrio;Urbana;Total Urbana;55.627;3.564;710;1.328;49;19.410;19.030;258;2.143;8.200;893;42
Sucumbíos;Lago Agrio;Urbana;Asiste;19.925;;588;1.214;5;10.628;3.730;93;775;2.857;32;3
Sucumbíos;Lago Agrio;Urbana;No asiste;35.702;3.564;122;114;44;8.782;15.300;165;1.368;5.343;861;39
Sucumbíos;Lago Agrio;Rural;Total Rural;49.417;3.864;1.124;1.058;80;23.901;15.315;115;1.046;2.779;126;9
Sucumbíos;Lago Agrio;Rural;Asiste;17.643;;921;929;6;10.800;3.223;33;464;1.255;8;4
Sucumbíos;Lago Agrio;Rural;No asiste;31.774;3.864;203;129;74;13.101;12.092;82;582;1.524;118;5
Sucumbíos;Gonzalo Pizarro;Total Gonzalo Pizarro;Total Gonzalo Pizarro;10.356;651;236;323;62;4.556;3.300;16;276;868;65;3
Sucumbíos;Gonzalo Pizarro;Total Gonzalo Pizarro;Asiste;4.003;;200;289;;2.318;747;6;97;342;3;1
Sucumbíos;Gonzalo Pizarro;Total Gonzalo Pizarro;No asiste;6.353;651;36;34;62;2.238;2.553;10;179;526;62;2
Sucumbíos;Gonzalo Pizarro;Urbana;Total Urbana;2.083;89;45;69;;698;733;3;105;316;24;1
Sucumbíos;Gonzalo Pizarro;Urbana;Asiste;778;;41;65;;388;136;1;35;110;1;1
Sucumbíos;Gonzalo Pizarro;Urbana;No asiste;1.305;89;4;4;;310;597;2;70;206;23;
Sucumbíos;Gonzalo Pizarro;Rural;Total Rural;8.273;562;191;254;62;3.858;2.567;13;171;552;41;2
Sucumbíos;Gonzalo Pizarro;Rural;Asiste;3.225;;159;224;;1.930;611;5;62;232;2;
Sucumbíos;Gonzalo Pizarro;Rural;No asiste;5.048;562;32;30;62;1.928;1.956;8;109;320;39;2
Sucumbíos;Putumayo;Total Putumayo;Total Putumayo;9.018;863;181;227;12;4.144;2.775;120;181;488;24;3
Sucumbíos;Putumayo;Total Putumayo;Asiste;3.250;;143;182;;1.997;649;6;55;217;1;
Sucumbíos;Putumayo;Total Putumayo;No asiste;5.768;863;38;45;12;2.147;2.126;114;126;271;23;3
Sucumbíos;Putumayo;Urbana;Total Urbana;2.012;154;32;63;2;815;640;12;83;198;11;2
Sucumbíos;Putumayo;Urbana;Asiste;770;;27;60;;448;150;2;14;69;;
Sucumbíos;Putumayo;Urbana;No asiste;1.242;154;5;3;2;367;490;10;69;129;11;2
Sucumbíos;Putumayo;Rural;Total Rural;7.006;709;149;164;10;3.329;2.135;108;98;290;13;1
Sucumbíos;Putumayo;Rural;Asiste;2.480;;116;122;;1.549;499;4;41;148;1;
Sucumbíos;Putumayo;Rural;No asiste;4.526;709;33;42;10;1.780;1.636;104;57;142;12;1
Sucumbíos;Shushufindi;Total Shushufindi;Total Shushufindi;50.826;4.379;594;1.165;98;22.187;16.845;395;1.593;3.307;255;8
Sucumbíos;Shushufindi;Total Shushufindi;Asiste;17.642;;481;1.072;26;10.662;3.500;56;598;1.234;13;
Sucumbíos;Shushufindi;Total Shushufindi;No asiste;33.184;4.379;113;93;72;11.525;13.345;339;995;2.073;242;8
Sucumbíos;Shushufindi;Urbana;Total Urbana;16.328;1.147;128;430;14;5.775;5.970;58;819;1.803;177;7
Sucumbíos;Shushufindi;Urbana;Asiste;5.782;;104;400;4;3.233;1.107;31;287;609;7;
Sucumbíos;Shushufindi;Urbana;No asiste;10.546;1.147;24;30;10;2.542;4.863;27;532;1.194;170;7
Sucumbíos;Shushufindi;Rural;Total Rural;34.498;3.232;466;735;84;16.412;10.875;337;774;1.504;78;1
Sucumbíos;Shushufindi;Rural;Asiste;11.860;;377;672;22;7.429;2.393;25;311;625;6;
Sucumbíos;Shushufindi;Rural;No asiste;22.638;3.232;89;63;62;8.983;8.482;312;463;879;72;1
Sucumbíos;Sucumbíos;Total Sucumbíos;Total Sucumbíos;3.174;170;50;62;5;1.420;1.052;7;50;341;17;
Sucumbíos;Sucumbíos;Total Sucumbíos;Asiste;1.020;;44;55;;539;204;3;15;160;;
Sucumbíos;Sucumbíos;Total Sucumbíos;No asiste;2.154;170;6;7;5;881;848;4;35;181;17;
Sucumbíos;Sucumbíos;Urbana;Total Urbana;746;17;27;20;2;288;262;;16;103;11;
Sucumbíos;Sucumbíos;Urbana;Asiste;281;;25;20;;143;42;;6;45;;
Sucumbíos;Sucumbíos;Urbana;No asiste;465;17;2;;2;145;220;;10;58;11;
Sucumbíos;Sucumbíos;Rural;Total Rural;2.428;153;23;42;3;1.132;790;7;34;238;6;
Sucumbíos;Sucumbíos;Rural;Asiste;739;;19;35;;396;162;3;9;115;;
Sucumbíos;Sucumbíos;Rural;No asiste;1.689;153;4;7;3;736;628;4;25;123;6;
Sucumbíos;Cascales;Total Cascales;Total Cascales;11.744;887;240;339;25;5.365;3.625;34;296;831;97;5
Sucumbíos;Cascales;Total Cascales;Asiste;4.508;;216;301;5;2.753;775;16;104;328;9;1
Sucumbíos;Cascales;Total Cascales;No asiste;7.236;887;24;38;20;2.612;2.850;18;192;503;88;4
Sucumbíos;Cascales;Urbana;Total Urbana;2.510;115;50;78;8;850;828;22;102;394;59;4
Sucumbíos;Cascales;Urbana;Asiste;978;;50;76;;498;166;14;34;137;2;1
Sucumbíos;Cascales;Urbana;No asiste;1.532;115;;2;8;352;662;8;68;257;57;3
Sucumbíos;Cascales;Rural;Total Rural;9.234;772;190;261;17;4.515;2.797;12;194;437;38;1
Sucumbíos;Cascales;Rural;Asiste;3.530;;166;225;5;2.255;609;2;70;191;7;
Sucumbíos;Cascales;Rural;No asiste;5.704;772;24;36;12;2.260;2.188;10;124;246;31;1
Sucumbíos;Cuyabeno;Total Cuyabeno;Total Cuyabeno;8.852;619;226;232;11;4.069;2.871;12;151;614;47;
Sucumbíos;Cuyabeno;Total Cuyabeno;Asiste;3.334;;196;204;2;2.056;590;1;53;231;1;
Sucumbíos;Cuyabeno;Total Cuyabeno;No asiste;5.518;619;30;28;9;2.013;2.281;11;98;383;46;
Sucumbíos;Cuyabeno;Urbana;Total Urbana;1.728;61;37;43;;583;604;6;55;308;31;
Sucumbíos;Cuyabeno;Urbana;Asiste;639;;33;41;;333;122;;15;95;;
Sucumbíos;Cuyabeno;Urbana;No asiste;1.089;61;4;2;;250;482;6;40;213;31;
Sucumbíos;Cuyabeno;Rural;Total Rural;7.124;558;189;189;11;3.486;2.267;6;96;306;16;
Sucumbíos;Cuyabeno;Rural;Asiste;2.695;;163;163;2;1.723;468;1;38;136;1;
Sucumbíos;Cuyabeno;Rural;No asiste;4.429;558;26;26;9;1.763;1.799;5;58;170;15;
Orellana;Total Orellana;Total Orellana;Total Orellana;182.166;15.185;3.818;4.011;236;81.889;56.183;562;4.754;14.025;1.448;55
Orellana;Total Orellana;Urbana;Total Urbana;73.338;5.036;871;1.700;66;26.535;25.253;317;3.002;9.422;1.093;43
Orellana;Total Orellana;Urbana;Asiste;26.312;;695;1.583;5;15.031;4.878;118;991;2.986;23;2
Orellana;Total Orellana;Urbana;No asiste;47.026;5.036;176;117;61;11.504;20.375;199;2.011;6.436;1.070;41
Orellana;Total Orellana;Rural;Total Rural;108.828;10.149;2.947;2.311;170;55.354;30.930;245;1.752;4.603;355;12
Orellana;Total Orellana;Rural;Asiste;41.111;;2.329;2.072;8;26.973;6.897;115;699;2.001;17;
Orellana;Total Orellana;Rural;No asiste;67.717;10.149;618;239;162;28.381;24.033;130;1.053;2.602;338;12
Orellana;Francisco de Orellana;Total Francisco de Orellana;Total Francisco de Orellana;95.130;8.061;1.439;1.973;117;41.078;30.330;305;2.499;8.434;857;37
Orellana;Francisco de Orellana;Total Francisco de Orellana;Asiste;34.942;;1.158;1.791;4;21.855;6.297;104;851;2.859;22;1
Orellana;Francisco de Orellana;Total Francisco de Orellana;No asiste;60.188;8.061;281;182;113;19.223;24.033;201;1.648;5.575;835;36
Orellana;Francisco de Orellana;Urbana;Total Urbana;51.281;3.646;451;1.130;46;18.661;17.736;224;1.926;6.699;732;30
Orellana;Francisco de Orellana;Urbana;Asiste;18.331;;369;1.036;3;10.637;3.445;78;624;2.123;15;1
Orellana;Francisco de Orellana;Urbana;No asiste;32.950;3.646;82;94;43;8.024;14.291;146;1.302;4.576;717;29
Orellana;Francisco de Orellana;Rural;Total Rural;43.849;4.415;988;843;71;22.417;12.594;81;573;1.735;125;7
Orellana;Francisco de Orellana;Rural;Asiste;16.611;;789;755;1;11.218;2.852;26;227;736;7;
Orellana;Francisco de Orellana;Rural;No asiste;27.238;4.415;199;88;70;11.199;9.742;55;346;999;118;7
Orellana;Aguarico;Total Aguarico;Total Aguarico;6.872;776;168;155;5;3.467;1.764;10;174;325;28;
Orellana;Aguarico;Total Aguarico;Asiste;2.840;;136;127;;1.902;452;4;81;136;2;
Orellana;Aguarico;Total Aguarico;No asiste;4.032;776;32;28;5;1.565;1.312;6;93;189;26;
Orellana;Aguarico;Urbana;Total Urbana;657;29;29;16;;238;239;;33;69;4;
Orellana;Aguarico;Urbana;Asiste;248;;22;14;;132;42;;16;22;;
Orellana;Aguarico;Urbana;No asiste;409;29;7;2;;106;197;;17;47;4;
Orellana;Aguarico;Rural;Total Rural;6.215;747;139;139;5;3.229;1.525;10;141;256;24;
Orellana;Aguarico;Rural;Asiste;2.592;;114;113;;1.770;410;4;65;114;2;
Orellana;Aguarico;Rural;No asiste;3.623;747;25;26;5;1.459;1.115;6;76;142;22;
Orellana;La Joya de los Sachas;Total La Joya de los Sachas;Total La Joya de los Sachas;52.444;3.999;1.087;1.297;86;23.354;16.418;126;1.726;3.870;468;13
Orellana;La Joya de los Sachas;Total La Joya de los Sachas;Asiste;18.609;;901;1.199;4;11.025;3.307;52;642;1.465;13;1
Orellana;La Joya de los Sachas;Total La Joya de los Sachas;No asiste;33.835;3.999;186;98;82;12.329;13.111;74;1.084;2.405;455;12
Orellana;La Joya de los Sachas;Urbana;Total Urbana;16.023;1.049;239;393;16;5.630;5.487;66;873;1.962;298;10
Orellana;La Joya de los Sachas;Urbana;Asiste;5.645;;198;375;1;3.113;1.015;25;296;614;7;1
Orellana;La Joya de los Sachas;Urbana;No asiste;10.378;1.049;41;18;15;2.517;4.472;41;577;1.348;291;9
Orellana;La Joya de los Sachas;Rural;Total Rural;36.421;2.950;848;904;70;17.724;10.931;60;853;1.908;170;3
Orellana;La Joya de los Sachas;Rural;Asiste;12.964;;703;824;3;7.912;2.292;27;346;851;6;
Orellana;La Joya de los Sachas;Rural;No asiste;23.457;2.950;145;80;67;9.812;8.639;33;507;1.057;164;3
Orellana;Loreto;Total Loreto;Total Loreto;27.720;2.349;1.124;586;28;13.990;7.671;121;355;1.396;95;5
Orellana;Loreto;Total Loreto;Asiste;11.032;;829;538;5;7.222;1.719;73;116;527;3;
Orellana;Loreto;Total Loreto;No asiste;16.688;2.349;295;48;23;6.768;5.952;48;239;869;92;5
Orellana;Loreto;Urbana;Total Urbana;5.377;312;152;161;4;2.006;1.791;27;170;692;59;3
Orellana;Loreto;Urbana;Asiste;2.088;;106;158;1;1.149;376;15;55;227;1;
Orellana;Loreto;Urbana;No asiste;3.289;312;46;3;3;857;1.415;12;115;465;58;3
Orellana;Loreto;Rural;Total Rural;22.343;2.037;972;425;24;11.984;5.880;94;185;704;36;2
Orellana;Loreto;Rural;Asiste;8.944;;723;380;4;6.073;1.343;58;61;300;2;
Orellana;Loreto;Rural;No asiste;13.399;2.037;249;45;20;5.911;4.537;36;124;404;34;2
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;492.969;44.463;3.817;10.039;767;208.587;146.590;1.648;11.385;59.886;5.451;336
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Urbana;Total Urbana;370.300;30.957;2.675;7.610;411;146.335;114.006;1.360;9.725;52.014;4.903;304
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Urbana;Asiste;124.842;;2.237;6.838;39;67.072;21.989;426;3.442;22.659;130;10
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Urbana;No asiste;245.458;30.957;438;772;372;79.263;92.017;934;6.283;29.355;4.773;294
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Rural;Total Rural;122.669;13.506;1.142;2.429;356;62.252;32.584;288;1.660;7.872;548;32
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Rural;Asiste;36.460;;973;2.087;11;22.044;6.862;132;610;3.721;20;
Santo Domingo de los Tsáchilas;Total Santo Domingo de los Tsáchilas;Rural;No asiste;86.209;13.506;169;342;345;40.208;25.722;156;1.050;4.151;528;32
Santo Domingo de los Tsáchilas;Santo Domingo;Total Santo Domingo;Total Santo Domingo;441.583;38.806;3.412;8.846;704;185.193;131.397;1.521;10.733;55.652;5.003;316
Santo Domingo de los Tsáchilas;Santo Domingo;Total Santo Domingo;Asiste;144.064;;2.874;7.836;41;78.456;25.634;504;3.840;24.730;139;10
Santo Domingo de los Tsáchilas;Santo Domingo;Total Santo Domingo;No asiste;297.519;38.806;538;1.010;663;106.737;105.763;1.017;6.893;30.922;4.864;306
Santo Domingo de los Tsáchilas;Santo Domingo;Urbana;Total Urbana;334.826;27.326;2.400;6.787;374;130.913;103.130;1.250;9.210;48.635;4.513;288
Santo Domingo de los Tsáchilas;Santo Domingo;Urbana;Asiste;112.739;;2.013;6.080;37;59.654;19.734;383;3.274;21.430;124;10
Santo Domingo de los Tsáchilas;Santo Domingo;Urbana;No asiste;222.087;27.326;387;707;337;71.259;83.396;867;5.936;27.205;4.389;278
Santo Domingo de los Tsáchilas;Santo Domingo;Rural;Total Rural;106.757;11.480;1.012;2.059;330;54.280;28.267;271;1.523;7.017;490;28
Santo Domingo de los Tsáchilas;Santo Domingo;Rural;Asiste;31.325;;861;1.756;4;18.802;5.900;121;566;3.300;15;
Santo Domingo de los Tsáchilas;Santo Domingo;Rural;No asiste;75.432;11.480;151;303;326;35.478;22.367;150;957;3.717;475;28
Santo Domingo de los Tsáchilas;La Concordia;Total La Concordia;Total La Concordia;51.386;5.657;405;1.193;63;23.394;15.193;127;652;4.234;448;20
Santo Domingo de los Tsáchilas;La Concordia;Total La Concordia;Asiste;17.238;;336;1.089;9;10.660;3.217;54;212;1.650;11;
Santo Domingo de los Tsáchilas;La Concordia;Total La Concordia;No asiste;34.148;5.657;69;104;54;12.734;11.976;73;440;2.584;437;20
Santo Domingo de los Tsáchilas;La Concordia;Urbana;Total Urbana;35.474;3.631;275;823;37;15.422;10.876;110;515;3.379;390;16
Santo Domingo de los Tsáchilas;La Concordia;Urbana;Asiste;12.103;;224;758;2;7.418;2.255;43;168;1.229;6;
Santo Domingo de los Tsáchilas;La Concordia;Urbana;No asiste;23.371;3.631;51;65;35;8.004;8.621;67;347;2.150;384;16
Santo Domingo de los Tsáchilas;La Concordia;Rural;Total Rural;15.912;2.026;130;370;26;7.972;4.317;17;137;855;58;4
Santo Domingo de los Tsáchilas;La Concordia;Rural;Asiste;5.135;;112;331;7;3.242;962;11;44;421;5;
Santo Domingo de los Tsáchilas;La Concordia;Rural;No asiste;10.777;2.026;18;39;19;4.730;3.355;6;93;434;53;4
Santa Elena;Total Santa Elena;Total Santa Elena;Total Santa Elena;385.735;21.580;13.079;8.583;943;176.221;112.861;1.217;4.358;42.539;4.074;280
Santa Elena;Total Santa Elena;Urbana;Total Urbana;201.785;11.687;5.777;4.082;258;81.813;62.821;694;2.877;28.723;2.855;198
Santa Elena;Total Santa Elena;Urbana;Asiste;70.107;;4.793;3.785;46;38.379;11.598;184;657;10.528;130;7
Santa Elena;Total Santa Elena;Urbana;No asiste;131.678;11.687;984;297;212;43.434;51.223;510;2.220;18.195;2.725;191
Santa Elena;Total Santa Elena;Rural;Total Rural;183.950;9.893;7.302;4.501;685;94.408;50.040;523;1.481;13.816;1.219;82
Santa Elena;Total Santa Elena;Rural;Asiste;64.786;;6.307;4.210;95;38.048;9.895;142;393;5.657;39;
Santa Elena;Total Santa Elena;Rural;No asiste;119.164;9.893;995;291;590;56.360;40.145;381;1.088;8.159;1.180;82
Santa Elena;Santa Elena;Total Santa Elena;Total Santa Elena;186.687;9.689;6.983;4.354;682;90.925;52.144;534;1.795;17.859;1.620;102
Santa Elena;Santa Elena;Total Santa Elena;Asiste;65.715;;6.009;4.104;114;37.642;10.147;156;468;7.001;69;5
Santa Elena;Santa Elena;Total Santa Elena;No asiste;120.972;9.689;974;250;568;53.283;41.997;378;1.327;10.858;1.551;97
Santa Elena;Santa Elena;Urbana;Total Urbana;54.565;2.845;1.514;1.158;89;19.846;17.564;258;858;9.393;962;78
Santa Elena;Santa Elena;Urbana;Asiste;19.944;;1.256;1.099;34;10.542;3.292;64;210;3.393;49;5
Santa Elena;Santa Elena;Urbana;No asiste;34.621;2.845;258;59;55;9.304;14.272;194;648;6.000;913;73
Santa Elena;Santa Elena;Rural;Total Rural;132.122;6.844;5.469;3.196;593;71.079;34.580;276;937;8.466;658;24
Santa Elena;Santa Elena;Rural;Asiste;45.771;;4.753;3.005;80;27.100;6.855;92;258;3.608;20;
Santa Elena;Santa Elena;Rural;No asiste;86.351;6.844;716;191;513;43.979;27.725;184;679;4.858;638;24
Santa Elena;La Libertad;Total La Libertad;Total La Libertad;112.247;6.876;3.460;2.258;133;47.326;35.322;324;1.357;13.946;1.196;49
Santa Elena;La Libertad;Total La Libertad;Asiste;39.500;;2.945;2.085;10;21.905;6.572;103;343;5.478;58;1
